"","entityName","loc","sic","sicDescription","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4","2021Q1","2021Q2","2021Q3","2021Q4","2008Q1"
"35","DOLLAR TREE, INC.","US-VA",5331,"Retail-Variety Stores",125993814.282031,70699501.5583617,-2081061.76951388,60400000,56900000,68200000,1.35e+08,63600000,7.8e+07,93200000,162500000,1.01e+08,94900000,104500000,187900000,116100000,119200000,155400000,228600000,133500000,124700000,125400000,2.13e+08,138300000,121500000,1.33e+08,206600000,232700000,170200000,171600000,2.29e+08,200500000,233800000,239900000,321800000,200500000,233800000,239900000,1040100000,160500000,273900000,281800000,-2.307e+09,267900000,180300000,255800000,1.23e+08,247600000,261500000,3.3e+08,502800000,374500000,282400000,216800000,127940946.087874,NA
"36","Spire Inc.","US-MO",4924,"Natural Gas Distribution",64142869.487201,132048482.934412,17810315.8950445,30811000,6877000,-41172999.9768613,22886000,28020000,4731000,-1597000,23369000,27893000,15390000,-2827000,25174000,29684000,8433000,-651000,25600000,30200000,6600000,-9600000,35600000,52200000,11700000,-14900000,47100000,94400000,14100000,-18700000,46900000,100800000,10700000,-14200000,45200000,1.08e+08,21700000,-13300000,1.16e+08,98200000,25900000,-25900000,67300000,154600000,-3e+06,-34300000,6.7e+07,133600000,-92300000,-19700000,48013718.185286,101187062.369699,5300000,55700000,55700000,NA
"37","LAS VEGAS SANDS CORP.","US-NV",7011,"Hotels & Motels",580753999.95636,734589999.957485,-717999999.744517,-34606000,-175940000,-76506000,-67427000,17581000,41807000,214497000,325509000,289323000,410637000,424879000,435284000,498942000,240587000,349782000,434782000,571961000,529753000,626744000,577539000,776185000,671434000,671705000,721305000,5.12e+08,4.69e+08,5.19e+08,4.66e+08,3.2e+08,3.28e+08,5.13e+08,5.09e+08,4.81e+08,5.46e+08,5.69e+08,1.212e+09,1.456e+09,5.56e+08,5.71e+08,-1.7e+08,5.82e+08,9.54e+08,5.33e+08,6.29e+08,-1e+06,-8.2e+08,-5.65e+08,-2.99e+08,-2.78e+08,-1.92e+08,-3.68e+08,-1.23e+08,NA
"38","BIO-RAD LABORATORIES, INC.","US-CA",3826,"Laboratory Analytical Instruments",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,37969000,38524000,7931858.3135332,34900000,3.8e+07,44800000,67900000,3.3e+07,4e+07,45900000,59200000,31005000,48343000,42633000,4.2e+07,20200000,34600000,-7100000,30100000,6700000,31600000,11500000,3.9e+07,17800000,28400000,17400000,49500000,1.1e+07,16600000,17100000,-18700000,12400000,5e+06,22100000,82700000,656800000,2.68e+08,269300000,-828500000,865200000,598800000,-258800000,553500000,685900000,966400000,1314800000,839200000,9.8e+08,916800000,3929600000,-1572200000,NA
"39","Brown-Forman Corporation","US-KY",2080,"Beverages",125993814.282609,70699501.5637385,-2081061.76879527,-76359.2946622724,121400000,147300000,107900000,33920573.9704417,111400000,1.54e+08,140700000,39739363.7391286,118100000,157600000,133100000,51167020.6087108,1.47e+08,1.73e+08,1.57e+08,26649147.6612713,1.43e+08,2.06e+08,1.77e+08,43229478.5717956,1.5e+08,2.08e+08,1.86e+08,37524896.5314618,1.56e+08,2e+08,1.9e+08,42865093.9741947,1.44e+08,1.97e+08,1.82e+08,39334088.3536845,1.78e+08,2.39e+08,1.9e+08,67418493.0451484,2e+08,2.49e+08,2.27e+08,82677895.5318772,1.86e+08,2.82e+08,2.31e+08,12109235.2768635,3.24e+08,2.4e+08,2.19e+08,48720838.7921807,1.92e+08,2.36e+08,2.59e+08,NA
"40","HEICO CORPORATION","US-FL",3724,"Aircraft Engines & Engine Parts",125993814.282031,70699501.5583617,-2081061.76951388,-76359.2948922471,11132000,20034726.6669733,11793000,12573000,14930000,15642000,17074000,16830000,20402000,18514000,19185000,19043000,23128000,23791000,19958000,23700000,28947000,29791000,27455000,28367000,33366000,32105000,27640000,33105000,34369000,38250000,31271000,38657000,42002000,44262000,40927000,45686000,45698000,53674000,65152000,59618000,67086000,67377000,79332000,81782000,81098000,85684000,121888000,75453000,54316000,62327000,70596000,70673000,76889000,118066066.620738,86921000,NA
"41","HORMEL FOODS CORPORATION","US-MN",2011,"Meat Packing Plants",125993814.282031,70699501.5583617,-2081061.76951388,-76359.2948922471,77169000,20034726.6669733,111207000,77862000,85370000,47452997.3408902,148826000,109579000,98481000,117309000,128395000,127887000,111167000,132601000,129716000,125520000,113635000,157340000,153348000,140090000,137975000,171264000,171718000,180201000,146938000,187231000,235061000,215397000,195654000,243940000,235147000,210926000,182508000,218154000,303107000,237384000,210243000,261406000,241425000,282429000,199449000,255503000,242872000,227734000,203119000,234356000,222283000,227901000,176917000,118066066.620738,239571000,NA
"42","KORN FERRY","US-CA",7361,"Services-Employment Agencies",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,-14273000,2745000,7910000,5132450.80753838,10904000,13656000,13975000,20339000,15411000,15147000,11717000,12028000,10418000,1196000,9482000,12197000,11417000,18759000,21304000,21211000,14533000,25403000,22939000,25482000,23082000,17971000,-15995000,5855000,3208000,30152000,23897000,26924000,29041000,36331000,27247000,41160000,-38611000,46034000,44964000,50264000,42951000,42804000,19993000,-802000,-30833000,27778000,51319000,66190000,74823000,75772000,84101000,NA
"43","MATTHEWS INTERNATIONAL CORP","US-PA",3360,"Nonferrous Foundries (Castings)",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,18068000,2140157.82379123,12996000,15931000,20411000,5258827.57435211,13214000,16587000,21875000,20696000,11285000,15258000,16325000,12975000,8141000,13989000,17763000,14228000,7787000,10992000,19041000,4805000,14360000,8975000,23140000,16974000,4614000,14357000,23915000,23863000,10322000,14920000,29485000,19641000,35180000,18182000,24414000,29595000,3097000,15417000,14629000,-71131000,-10466000,-86364000,2269000,7406000,-1758000,4989000,3355000,10827927.0125188,-19803000,NA
"44","ALLETE, Inc.","US-MN",4931,"Electric & Other Services Combined",126006299.123038,70710234.3885508,-2081928.78059773,-76685.2017141424,9400000,1.6e+07,46346683.6521091,2.3e+07,19400000,19600000,13300000,37200000,1.7e+07,20500000,19100000,24400000,14400000,29400000,28900000,26647243.9947259,59768559.3754672,57591553.9136587,57562662.0030828,43225659.4507995,66155304.4194917,53854208.8886098,63100810.0884543,37520738.6216756,53902297.7596528,56281257.5407123,49664939.511675,42858807.8232223,53829120.4373822,58626522.993109,48254809.3906353,39330232.6288388,78162400.6737028,65898630.6294778,11025445.1025496,67407404.1081673,91111451.5706436,71241599.4467587,60127953.823064,82662817.6686512,91514714.1629359,77456037.4254989,74935245.8056494,66300000,20100000,40700000,38300000,51800000,27900000,27600000,61900000,NA
"45","MOOG Inc.","US-NY",3590,"Misc Industrial & Commercial Machinery & Equipment",125993814.282031,70699501.5583617,-2081061.76951388,-76359.2948922471,15896000,20034726.6669733,21561000,25001000,29232000,32300000,33407000,30615000,33838000,38161000,36373000,35421000,38871000,41797000,34118000,36527000,34227000,15625000,32097000,37725000,48122000,40254000,35265000,32093000,36331000,28194000,26241000,31050000,36311000,33143000,30564000,32026000,40088000,38602000,1299000,13965000,40683000,40560000,42769000,41059000,46165000,44555000,50027000,49745000,-12590000,-77977000,37842000,48688000,36122000,118066066.620738,46265000,NA
"46","NORDSON CORPORATION","US-OH",3569,"General Industrial Machinery & Equipment, NEC",125993814.282031,70699501.5583617,-2081061.76951388,-76359.2948922471,23979000,20034726.6669733,26732000,32431000,55329000,53556000,45897000,65242000,56550000,54675000,38338000,52111000,66694000,67686000,42011000,54605000,65424000,59777000,34880000,61934000,77879000,72080000,42885000,49214000,69388000,49624000,41161000,70601000,84214000,75867000,49988000,64523000,101456000,79835000,104555000,91235000,94884000,86702000,48567000,91923000,93928000,102673000,52004000,92079000,86981000,18475000,77582000,124144000,142182000,118066066.620738,120409000,NA
"47","OLD REPUBLIC INTERNATIONAL CORPORATION","US-IL",6351,"Surety Insurance",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,-15800000,7400000,7931858.3135332,2.5e+07,57400000,-38900000,-13300000,-12900000,-66300000,-116500000,55200000,4e+05,-3.4e+07,-14800000,-20200000,56200000,193900000,102900000,94700000,194400000,66100000,85800000,63300000,103400000,1.02e+08,125900000,90600000,122900000,1.01e+08,110900000,131900000,113100000,101600000,46100000,299600000,4e+06,197700000,275200000,-106500000,412200000,165500000,202800000,275800000,-604800000,397700000,2.46e+08,519700000,502100000,316400000,88700000,6.27e+08,NA
"48","SONOCO PRODUCTS COMPANY","US-SC",2650,"Paperboard Containers & Boxes",125993814.282031,70699501.5583617,-2081061.76951388,-76359.2948922471,33610000,47671000,46351978.9499884,48572000,58953000,59019000,34509000,57391000,53408000,77203000,29515000,43068000,51323000,58836000,42783000,45161000,54361000,61240000,54746000,50417000,59419000,67056000,49024000,85780000,64379000,43914000,56063000,59914000,56252000,65395000,104873000,53733000,43125000,72812000,5675000,74055000,89412000,72415000,77678000,73663000,81159000,92064000,44899000,80445000,55211000,83449000,57937118.728923,48720838.7859235,135905699.318961,118066066.620738,127940946.087874,NA
"49","TIMKEN CO","US-OH",3562,"Ball & Roller Bearings",125995882.21771,70701279.259385,-2081205.36318366,-76413.2783778719,-64500000,-50200000,46351101.7814494,28600000,85600000,70300000,90300000,112700000,121500000,1.11e+08,109100000,155700000,183600000,80900000,75300000,75100000,82800000,52200000,52600000,83500000,62700000,-21900000,46500000,-135200000,36700000,63400000,-35700000,65900000,48200000,33600000,-6900000,38200000,82500000,53500000,29200000,80200000,9.1e+07,71600000,6e+07,91900000,92500000,64200000,113500000,80700000,61900000,88800000,53100000,113300000,104800000,88100000,62900000,NA
"50","TRINITY INDUSTRIES INC","US-TX",3743,"Railroad Equipment",125993814.282031,70699501.5583617,-2081061.76951388,-76359.2948922471,-209400000,23200000,46351978.9499884,2e+06,18400000,29700000,17300000,24200000,3e+07,31900000,56100000,52900000,67800000,63200000,71300000,79100000,8.4e+07,99600000,112800000,226400000,164200000,149400000,138200000,180200000,2.12e+08,204300000,2e+08,97200000,94600000,84200000,67600000,4.6e+07,51100000,66900000,538500000,40200000,64100000,27700000,27300000,30600000,36400000,4.9e+07,21600000,161700000,-206900000,25100000,-127200000,3300000,12700000,3.2e+07,1.34e+08,NA
"51","UNIVERSAL CORPORATION","US-VA",5150,"Wholesale-Farm Product Raw Materials",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,43745000,52515000,45696000,5132450.80753838,25320000,51831000,52298000,27116000,15888000,-8039000,58453000,25755000,23125000,47981000,35542000,26102000,58309000,25444000,38585000,26671000,717000,15025000,53039000,45827000,-5947000,22465000,44534000,47964000,-5476000,25264000,53647000,32869000,3577000,26167000,45400000,30518000,13179000,31446000,28135000,31361000,2072000,28077000,25966000,15565000,7274000,7502000,33273000,8533003.69587431,6357000,19510000,34940000,NA
"52","JOHN WILEY & SONS, INC.","US-NJ",2731,"Books: Publishing or  Publishing & Printing",125995973.780305,70701357.9715333,-2081211.72125431,-76415.6686051361,26877000,46257000,42414000,33919858.6761082,4.4e+07,53700000,45600000,28600000,50800000,50800000,62909000,48200000,36100000,43100000,57100000,7900000,35933000,36197000,52489000,35900000,33646000,53777000,42548000,37524177.2742264,32457000,43600000,35518000,42864006.5470274,3.1e+07,-11500000,47400000,46700000,9200000,6e+07,68800000,54200000,26300000,43800000,34900000,63300000,3600000,44700000,35400000,-1.58e+08,16334000,68432000,22161000,41400000,13830000,55967000,35366000,NA
"53","WOODWARD, INC.","US-CO",3620,"Electrical Industrial Apparatus",125993814.282031,70699501.5583617,-2081061.76951388,-76359.2948922471,24997000,20034726.6669733,22356000,24068000,31745000,32675000,22399000,32090000,36056000,41690000,28416000,38751000,28302000,46120000,27368000,42446000,23663000,52465000,23383000,44798000,46001000,51662000,43784000,43855000,43753000,50060000,25820000,40824000,51047000,63147000,46548000,38105000,53626000,62228000,18260000,38489000,49117000,74512000,49120000,77579000,66107000,66796000,53373000,91318000,38465000,57239000,41570000,68313000,48861000,118066066.620738,30305000,NA
"54","ZIONS BANCORPORATION, NATIONAL ASSOCIATION","US-UT",6021,"National Commercial Banks",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,-50729000,-155277000,7931858.3135332,-60210000,-112993000,-47325000,-72200000,52817000,72875000,109093000,89019000,89676000,91737000,109851000,58252000,110723000,83026000,111514000,-41472000,101210000,119550000,95888000,7073438.73924048,6762735.37926999,5305928.78434262,8010450.78557957,3792569.48786031,4412221.02644124,4841197.42244707,7903894.88909926,5622409.16009498,8650177.21133767,5056644.61167538,7390931.49778969,4176332.9277218,5288787.61637184,5053079.28209972,14113953.9701753,4305791.23423021,2.13e+08,1.98e+08,2.22e+08,1.83e+08,1.4e+07,6.6e+07,1.75e+08,2.84e+08,3.22e+08,3.54e+08,2.4e+08,2.13e+08,NA
"55","NEW JERSEY RESOURCES CORPORATION","US-NJ",4924,"Natural Gas Distribution",64142869.487201,132048482.934412,17810315.8950445,30810999.9989125,-14155000,-41172999.9768613,51902000,74217000,-10177000,1515000,24509000,63927000,20374000,-7511000,57357000,54535000,-10320000,-8693000,60206000,45469000,29155000,-20021000,7693000,172971000,-14274000,-24420000,123320000,60903000,-7460000,4197000,50281000,73354000,-17363000,25400000,34929000,114702000,18957000,-36523000,123699000,140266000,-14274000,-16255000,75371000,73671000,-13080000,-12027000,75752000,73846000,-19298000,32707000,81045000,149809000,-111831000,-1016473.18823396,111312000,NA
"56","RAYMOND JAMES FINANCIAL, INC.","US-FL",6211,"Security Brokers, Dealers & Flotation Companies",125993814.282031,70699501.5583617,-2081061.76951388,-76359.2948922471,42595000,20034726.6669733,42903000,55628000,60687000,47452997.3408902,81723000,80917000,46786000,56747027.2006027,67325000,68869000,76350000,27085895.9475075,85874000,79960000,83862000,57599184.906336,116633000,104560000,122689000,53858638.782743,126296000,113463000,133195000,56288360.5635737,106329000,125847000,125504000,58634127.6613884,146567000,112755000,183424000,65907962.4522432,1.19e+08,2.43e+08,2.32e+08,71249073.9201673,2.49e+08,2.61e+08,2.59e+08,77469144.1695253,2.68e+08,1.69e+08,1.72e+08,45765942.0626887,3.12e+08,3.55e+08,3.07e+08,118066066.620738,4.46e+08,NA
"57","UNITED BANKSHARES INC/WV","US-WV",6022,"State Commercial Banks",125993814.282031,70699501.5583617,-2081061.76951388,-76359.2948922471,8156000,12065000,46351978.9499884,17422000,17919000,17316000,19290000,17885000,17452000,20016000,20257000,21010000,21049000,19334000,21214000,21579000,22219000,22170000,19660000,30124000,33247000,33260000,33257000,34627000,34809000,35047000,33476000,34706000,31792000,41479000,39106000,38809000,37059000,56738000,17975000,61706000,66274000,64412000,63950000,63642000,67207000,65965000,63285000,40183000,52686000,103784000,92370000,106898000,94836000,92152000,73852000,NA
"58","PLEXUS CORP.","US-WI",3672,"Printed Circuit Boards",125993815.056949,70699502.2245167,-2081061.82332167,-76359.3151216029,9210000,20034726.4904329,17844000,20714000,24368000,26607000,25033000,23860000,22040000,18323000,17870000,19958000,23533000,728000,16616000,17975000,23204000,24464000,17663000,18516000,24584000,26450000,23079000,23594000,23794000,23865000,14448000,16787000,26099000,19093000,28179000,29295000,25579000,29009000,-98493000,12290000,26501000,72742000,22226000,24758000,24801000,36831000,31006000,12926000,35842000,37705000,36199000,41763000,27609000,118066065.486404,23423000,NA
"59","PTC Inc.","US-MA",7372,"Services-Prepackaged Software",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,3788000,2140157.82379123,17863000,9002000,10718000,5258827.57435211,13260000,19017000,15526000,3281811.05156348,22123000,3569000,22895000,5185908.8950553,35811000,17037000,34455000,7433951.29977532,39657000,43756000,38026000,15135469.8906742,30284000,5392000,17435000,8010450.78557957,-23892000,-5173000,3073000,7903894.88909926,-9141000,-1104000,-951000,7390931.49778969,13877000,7922000,16997000,14113953.9701753,20985000,-43513000,-14758000,5657379.26122951,35455000,7156000,34678000,6293086.33287658,23515000,109262000,51203000,10827927.0125188,46089000,NA
"60","GLACIER BANCORP, INC.","US-MT",6022,"State Commercial Banks",580753600.901176,734589226.728099,-717998130.267267,-81016915.907569,10652000,-1531000,7931864.64620485,10070000,13222000,9445000,9593000,10285000,11886000,-19048000,14348000,16333000,18981000,19444000,20758000,20768000,22702000,25628000,26546000,26730000,28677000,29294000,28054000,27670000,29335000,29614000,29508000,28682000,30451000,30957000,31041000,31255000,33687000,36479000,14956000,38559000,44384000,49336000,49599000,49132000,52392000,51610000,57410000,43339000,63444000,77757000,81860000,80802000,77627000,75619000,50709000,NA
"61","AECOM","US-TX",8711,"Services-Engineering Services",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,51121000,2140157.82379123,45800000,58500000,64800000,67800000,56900000,57700000,73800000,87400000,47900000,4.9e+07,69400000,-224900000,38100000,53800000,70800000,76500000,56400000,40200000,69200000,64100000,-1.39e+08,3e+05,-17200000,1100000,-20400000,41900000,67400000,7200000,47200000,102400000,101300000,88500000,111300000,-119700000,60900000,8.4e+07,51600000,77800000,83700000,-474200000,40600000,-86100000,89400000,-230300000,26100000,39400000,11500000,96200000,61548000,NA
"62","IONIS PHARMACEUTICALS, INC.","US-CA",2834,"Pharmaceutical Preparations",64142869.4872007,132048482.934411,17810315.8950444,16372801.7775358,-2730000,-11582000,38213087.0777525,-9658000,-25154000,-12454000,89107.6234720229,-19994000,-17889000,64068.8748063656,-58901.585509652,-346977.815675389,-120764.968522186,-64638.9440729728,-54195.4242162391,-131655.8117955,-286410.667464406,5798.46055207573,-214260.809968983,-31280000,-12081000,-26676000,31053000,-16717000,35648000,-35776000,-71433000,-62917000,-56855000,7351000,25865000,8964000,-3085000,-2611000,-2922000,-1420000,-40358000,-4559000,320078000,84443000,-876000,26163000,184415000,-39628000,-25636000,-24467000,-536584.135684132,-89869000,-80875000,-82466000,-540855.02455488,NA
"63","PATTERSON COMPANIES, INC.","US-MN",5047,"Wholesale-Medical, Dental & Hospital Equipment & Supplies",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,45057000,49343000,56049000,5132450.80753838,53925000,53357000,55396000,62707000,48610000,48954000,53108000,62143000,47538000,45542000,53630000,63562000,45892000,42028000,57021000,55671000,50289000,53778000,54676000,64518000,38906000,45756000,24540000,61691000,30847000,40244000,108955000,20928000,-4456000,28869000,31225000,27990000,-4456000,28869000,31225000,27990000,30042000,-33129000,23227000,-608586000,24407000,54060000,48759000,28755000,33996000,48330000,57006000,NA
"64","DECKERS OUTDOOR CORP","US-CA",3021,"Rubber & Plastics Footwear",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,2879000,33825000,7931858.3135332,17895000,8966000,42143000,5187835.32237177,19178000,-7339000,3281811.05156348,3904624.87645693,5518728.78286151,6658038.87806715,5185908.8950553,6722697.61157921,8837304.41649516,9012674.71873978,7433951.29977532,12051148.9348904,11050098.1805979,10772068.4702961,15135469.8906742,7073438.73924048,6762735.37926999,5305928.78434262,8010450.78557957,156921000,4412221.02644124,4841197.42244707,7903894.88909926,41027000,8650177.21133767,-42121000,49559000,86341000,20615000,-30407000,74372000,196374000,23969000,-19351000,77810000,201593000,16090000,-7973000,101554000,255536000,33458000,48124000,102063000,232943000,NA
"65","EAGLE MATERIALS INC","US-TX",3241,"Cement, Hydraulic",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,11920000,10422000,4684000,5132450.80753838,10527000,9630000,5496000,-10804000,807000,6025000,2897000,9003000,13978000,17953000,17980000,7833000,30101000,39903000,31621000,22618000,37710000,50319000,52030000,46794000,37762000,29819000,45848000,39163000,45344000,60237000,56387000,36251000,54882000,63362000,101380000,37008000,66339000,72603000,57715000,-127797000,41304000,71793000,-114632000,72429000,2114841.14595626,6293086.33287658,7716919.14316375,8533003.69587431,95327000,102125000,102479000,NA
"66","Ciena Corp","US-MD",3661,"Telephone & Telegraph Apparatus",64142869.4872006,132048482.934411,17810315.8950444,16372801.7775358,-26454000,-50108999.9710345,-53333000,-90009000,-109855000,-15562618.5906656,-79056000,-62686000,-31450000,-21491928.3105022,-47653000,-27780000,-29817000,-1786054.02705758,-47324000,-27079000,-1231000,10600699.8888311,-15936000,-10158000,16160000,2787078.3857942,-18779000,20653000,23625000,418367.210681557,-11546000,13997000,33546000,7291877.83135616,3861000,38026000,60010000,11818126.0196185,-473363000,13856000,50840000,2799734.88440825,33616000,52738000,86749000,51021170.0908434,62328000,91655000,142267000,67626737.7507467,55348000,103117000,238232000,69169829.7521058,45823000,NA
"67","NetApp, Inc.","US-CA",3572,"Computer Storage Devices",125993820.666351,70699560.9693202,-2081053.82919114,-76356.7537784216,51700000,95700000,107900000,145100000,150700000,175400000,186400000,160600000,139500000,165600000,119600000,180700000,63800000,109600000,158100000,173800000,81600000,166800000,192100000,1.97e+08,8.8e+07,1.6e+08,1.77e+08,37524933.1017991,-3e+07,1.14e+08,1.53e+08,42865141.1281235,6.4e+07,1.09e+08,1.46e+08,39334141.7305762,1.31e+08,1.74e+08,-4.79e+08,67418532.7180639,2.83e+08,2.41e+08,2.49e+08,82677985.1247934,1.03e+08,2.43e+08,2.77e+08,12109256.7011248,7.7e+07,1.37e+08,1.82e+08,48720907.92563,2.02e+08,2.24e+08,2.52e+08,NA
