"","cik","entityName","loc","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4","2021Q1","2021Q2","2021Q3","2021Q4","2022Q1","2022Q2","2022Q3","2022Q4","2023Q1","2023Q2","2023Q3","2023Q4","2024Q1","2024Q2","2024Q3","2024Q4","sic","sicDescription"
"32","0000909832","COSTCO WHOLESALE CORP /NEW","US-WA",NA,NA,NA,2.63e+08,2.1e+08,NA,3.74e+08,2.66e+08,3.06e+08,NA,4.32e+08,3.12e+08,3.24e+08,NA,4.78e+08,3.2e+08,3.86e+08,NA,6.09e+08,4.16e+08,5.47e+08,NA,6.17e+08,4.25e+08,4.73e+08,NA,6.97e+08,4.96e+08,5.16e+08,NA,7.67e+08,4.8e+08,5.45e+08,NA,7.79e+08,5.45e+08,7e+08,NA,9.19e+08,6.4e+08,7.01e+08,NA,1.043e+09,7.67e+08,8.89e+08,NA,1.097e+09,8.44e+08,8.38e+08,NA,1.389e+09,1.166e+09,1.22e+09,NA,NA,1.324e+09,1.353e+09,NA,NA,1.364e+09,1.302e+09,NA,NA,1.589e+09,1.681e+09,NA,NA,1.798e+09,5331,"Retail-Variety Stores"
"33","0001467373","Accenture plc","IE-",NA,NA,NA,479866000,411436000,443969000,254692000,444817000,399760000,490597000,445482000,534714000,503017000,628013000,611933000,642086000,643923000,689219000,578282000,698817000,1101802000,810258000,671001000,751846000,671300000,817336000,701016000,831530000,690726000,793697000,737628000,818899000,1326520000,897247000,1069226000,1004476000,838752000,669468000,932453000,1123660000,863703000,1043020000,1029524000,1274720000,1124449000,1249516000,1130427000,1356968000,1234740000,1228202000,1287929000,1500276000,1440859000,1549426000,1416248000,1791024000,1634942000,1786075000,1665128000,1964950000,1523648000,2009996000,1372963000,1973444000,1674859000,1932183000,1684301000,2278894000,7389,"Services-Business Services, NEC"
"34","0000004127","Skyworks Solutions, Inc.","US-CA",NA,NA,NA,NA,-5678000,18740000,NA,28010000,27744000,34736000,46804000,60868000,49960000,51548000,64209000,57100000,3.4e+07,49300000,61600000,66500000,61700000,65700000,84200000,94500000,76900000,111400000,174900000,195200000,166500000,207400000,229200000,355300000,208100000,1.85e+08,246800000,257800000,224900000,246200000,281300000,70400000,2.76e+08,286500000,285500000,284900000,2.14e+08,144100000,210600000,257100000,181100000,129700000,246900000,509300000,3.25e+08,337800000,NA,399900000,305800000,267300000,NA,309400000,232800000,195800000,NA,231300000,183300000,120900000,NA,1.62e+08,3674,"Semiconductors & Related Devices"
"35","0000935703","DOLLAR TREE, INC.","US-VA",NA,NA,NA,NA,60400000,56900000,68200000,1.35e+08,63600000,7.8e+07,93200000,162500000,1.01e+08,94900000,104500000,187900000,116100000,119200000,155400000,228600000,133500000,124700000,125400000,2.13e+08,138300000,121500000,1.33e+08,206600000,232700000,170200000,171600000,2.29e+08,200500000,233800000,239900000,321800000,200500000,233800000,239900000,1040100000,160500000,273900000,281800000,-2.307e+09,267900000,180300000,255800000,1.23e+08,247600000,261500000,3.3e+08,502800000,374500000,282400000,216800000,NA,536400000,359900000,266900000,NA,2.99e+08,200400000,2.12e+08,-1709800000,300100000,132400000,233300000,-3695900000,5331,"Retail-Variety Stores"
"36","0001126956","Spire Inc.","US-MO",NA,NA,NA,NA,30811000,6877000,NA,22886000,28020000,4731000,-1597000,23369000,27893000,15390000,-2827000,25174000,29684000,8433000,-651000,25600000,30200000,6600000,-9600000,35600000,52200000,11700000,-14900000,47100000,94400000,14100000,-18700000,46900000,100800000,10700000,-14200000,45200000,1.08e+08,21700000,-13300000,1.16e+08,98200000,25900000,-25900000,67300000,154600000,-3e+06,-34300000,6.7e+07,133600000,-92300000,-19700000,NA,NA,5300000,55700000,55700000,173600000,-1400000,9.1e+07,9.1e+07,179200000,-21600000,NA,85100000,204300000,-12600000,NA,81300000,4924,"Natural Gas Distribution"
"37","0001300514","LAS VEGAS SANDS CORP.","US-NV",NA,NA,NA,NA,-34606000,-175940000,-76506000,-67427000,17581000,41807000,214497000,325509000,289323000,410637000,424879000,435284000,498942000,240587000,349782000,434782000,571961000,529753000,626744000,577539000,776185000,671434000,671705000,721305000,5.12e+08,4.69e+08,5.19e+08,4.66e+08,3.2e+08,3.28e+08,5.13e+08,5.09e+08,4.81e+08,5.46e+08,5.69e+08,1.212e+09,1.456e+09,5.56e+08,5.71e+08,-1.7e+08,5.82e+08,9.54e+08,5.33e+08,6.29e+08,-1e+06,-8.2e+08,-5.65e+08,-2.99e+08,-2.78e+08,-1.92e+08,-3.68e+08,-1.23e+08,2.53e+09,-2.9e+08,-2.39e+08,-1.69e+08,1.47e+08,3.12e+08,3.8e+08,3.82e+08,4.94e+08,3.53e+08,2.75e+08,3.24e+08,7011,"Hotels & Motels"
"38","0000012208","BIO-RAD LABORATORIES, INC.","US-CA",NA,NA,NA,NA,NA,37969000,38524000,NA,34900000,3.8e+07,44800000,67900000,3.3e+07,4e+07,45900000,59200000,31005000,48343000,42633000,4.2e+07,20200000,34600000,-7100000,30100000,6700000,31600000,11500000,3.9e+07,17800000,28400000,17400000,49500000,1.1e+07,16600000,17100000,-18700000,12400000,5e+06,22100000,82700000,656800000,2.68e+08,269300000,-828500000,865200000,598800000,-258800000,553500000,685900000,966400000,1314800000,839200000,9.8e+08,916800000,3929600000,-1572200000,-3367300000,-925100000,-162800000,827700000,6.9e+07,-1162300000,106300000,349700000,383900000,-2165500000,653200000,-715800000,3826,"Laboratory Analytical Instruments"
"39","0000014693","Brown-Forman Corporation","US-KY",NA,NA,NA,NA,NA,121400000,147300000,107900000,NA,111400000,1.54e+08,140700000,NA,118100000,157600000,133100000,NA,1.47e+08,1.73e+08,1.57e+08,NA,1.43e+08,2.06e+08,1.77e+08,NA,1.5e+08,2.08e+08,1.86e+08,NA,1.56e+08,2e+08,1.9e+08,NA,1.44e+08,1.97e+08,1.82e+08,NA,1.78e+08,2.39e+08,1.9e+08,NA,2e+08,2.49e+08,2.27e+08,NA,1.86e+08,2.82e+08,2.31e+08,NA,3.24e+08,2.4e+08,2.19e+08,NA,1.92e+08,2.36e+08,2.59e+08,NA,2.49e+08,2.27e+08,1e+08,NA,2.31e+08,2.42e+08,2.85e+08,NA,1.95e+08,2.58e+08,2.7e+08,2080,"Beverages"
"40","0000046619","HEICO CORPORATION","US-FL",NA,NA,NA,NA,NA,11132000,NA,11793000,12573000,14930000,15642000,17074000,16830000,20402000,18514000,19185000,19043000,23128000,23791000,19958000,23700000,28947000,29791000,27455000,28367000,33366000,32105000,27640000,33105000,34369000,38250000,31271000,38657000,42002000,44262000,40927000,45686000,45698000,53674000,65152000,59618000,67086000,67377000,79332000,81782000,81098000,85684000,121888000,75453000,54316000,62327000,70596000,70673000,76889000,NA,86921000,85010000,82540000,NA,93027000,105120000,102023000,NA,114698000,123146000,136577000,NA,167955000,3724,"Aircraft Engines & Engine Parts"
"41","0000048465","HORMEL FOODS CORPORATION","US-MN",NA,NA,NA,NA,NA,77169000,NA,111207000,77862000,85370000,NA,148826000,109579000,98481000,117309000,128395000,127887000,111167000,132601000,129716000,125520000,113635000,157340000,153348000,140090000,137975000,171264000,171718000,180201000,146938000,187231000,235061000,215397000,195654000,243940000,235147000,210926000,182508000,218154000,303107000,237384000,210243000,261406000,241425000,282429000,199449000,255503000,242872000,227734000,203119000,234356000,222283000,227901000,176917000,NA,239571000,261617000,218915000,NA,217719000,217239000,162679000,NA,218863000,189278000,176701000,NA,170575000,2011,"Meat Packing Plants"
"42","0000056679","KORN FERRY","US-CA",NA,NA,NA,NA,NA,-14273000,2745000,7910000,NA,10904000,13656000,13975000,20339000,15411000,15147000,11717000,12028000,10418000,1196000,9482000,12197000,11417000,18759000,21304000,21211000,14533000,25403000,22939000,25482000,23082000,17971000,-15995000,5855000,3208000,30152000,23897000,26924000,29041000,36331000,27247000,41160000,-38611000,46034000,44964000,50264000,42951000,42804000,19993000,-802000,-30833000,27778000,51319000,66190000,74823000,75772000,84101000,NA,77247000,73541000,11247000,NA,46605000,-1711000,59071000,NA,62604000,60800000,58414000,7361,"Services-Employment Agencies"
"43","0000063296","MATTHEWS INTERNATIONAL CORP","US-PA",NA,NA,NA,NA,NA,18068000,NA,12996000,15931000,20411000,NA,13214000,16587000,21875000,20696000,11285000,15258000,16325000,12975000,8141000,13989000,17763000,14228000,7787000,10992000,19041000,4805000,14360000,8975000,23140000,16974000,4614000,14357000,23915000,23863000,10322000,14920000,29485000,19641000,35180000,18182000,24414000,29595000,3097000,15417000,14629000,-71131000,-10466000,-86364000,2269000,7406000,-1758000,4989000,3355000,NA,-19803000,-1905000,2893000,NA,3703000,9127000,8738000,NA,-2303000,9027000,1777000,NA,-3472000,3360,"Nonferrous Foundries (Castings)"
"44","0000066756","ALLETE, Inc.","US-MN",NA,NA,NA,NA,NA,9400000,1.6e+07,NA,2.3e+07,19400000,19600000,13300000,37200000,1.7e+07,20500000,19100000,24400000,14400000,29400000,28900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66300000,20100000,40700000,38300000,51800000,27900000,27600000,61900000,66300000,37600000,33700000,51700000,58200000,51500000,85900000,51500000,50700000,3.3e+07,4.5e+07,50600000,4931,"Electric & Other Services Combined"
"45","0000067887","MOOG Inc.","US-NY",NA,NA,NA,NA,NA,15896000,NA,21561000,25001000,29232000,32300000,33407000,30615000,33838000,38161000,36373000,35421000,38871000,41797000,34118000,36527000,34227000,15625000,32097000,37725000,48122000,40254000,35265000,32093000,36331000,28194000,26241000,31050000,36311000,33143000,30564000,32026000,40088000,38602000,1299000,13965000,40683000,40560000,42769000,41059000,46165000,44555000,50027000,49745000,-12590000,-77977000,37842000,48688000,36122000,NA,46265000,29087000,50409000,NA,46016000,43013000,42387000,NA,47812000,60003000,56360000,NA,53113000,3590,"Misc Industrial & Commercial Machinery & Equipment"
"46","0000072331","NORDSON CORPORATION","US-OH",NA,NA,NA,NA,NA,23979000,NA,26732000,32431000,55329000,53556000,45897000,65242000,56550000,54675000,38338000,52111000,66694000,67686000,42011000,54605000,65424000,59777000,34880000,61934000,77879000,72080000,42885000,49214000,69388000,49624000,41161000,70601000,84214000,75867000,49988000,64523000,101456000,79835000,104555000,91235000,94884000,86702000,48567000,91923000,93928000,102673000,52004000,92079000,86981000,18475000,77582000,124144000,142182000,NA,120409000,109634000,141811000,NA,104261000,127563000,127891000,NA,109572000,118217000,117327000,NA,94652000,3569,"General Industrial Machinery & Equipment, NEC"
"47","0000074260","OLD REPUBLIC INTERNATIONAL CORPORATION","US-IL",NA,NA,NA,NA,NA,-15800000,7400000,NA,2.5e+07,57400000,-38900000,-13300000,-12900000,-66300000,-116500000,55200000,4e+05,-3.4e+07,-14800000,-20200000,56200000,193900000,102900000,94700000,194400000,66100000,85800000,63300000,103400000,1.02e+08,125900000,90600000,122900000,1.01e+08,110900000,131900000,113100000,101600000,46100000,299600000,4e+06,197700000,275200000,-106500000,412200000,165500000,202800000,275800000,-604800000,397700000,2.46e+08,519700000,502100000,316400000,88700000,6.27e+08,306300000,-40100000,-91700000,512100000,199800000,155500000,52600000,190600000,316700000,91800000,338900000,105100000,6351,"Surety Insurance"
"48","0000091767","SONOCO PRODUCTS COMPANY","US-SC",NA,NA,NA,NA,NA,33610000,47671000,NA,48572000,58953000,59019000,34509000,57391000,53408000,77203000,29515000,43068000,51323000,58836000,42783000,45161000,54361000,61240000,54746000,50417000,59419000,67056000,49024000,85780000,64379000,43914000,56063000,59914000,56252000,65395000,104873000,53733000,43125000,72812000,5675000,74055000,89412000,72415000,77678000,73663000,81159000,92064000,44899000,80445000,55211000,83449000,NA,NA,NA,NA,NA,NA,NA,NA,NA,148319000,114649000,130749000,81242000,NA,NA,NA,-42960000,2650,"Paperboard Containers & Boxes"
"49","0000098362","TIMKEN CO","US-OH",NA,NA,NA,NA,NA,-64500000,-50200000,NA,28600000,85600000,70300000,90300000,112700000,121500000,1.11e+08,109100000,155700000,183600000,80900000,75300000,75100000,82800000,52200000,52600000,83500000,62700000,-21900000,46500000,-135200000,36700000,63400000,-35700000,65900000,48200000,33600000,-6900000,38200000,82500000,53500000,29200000,80200000,9.1e+07,71600000,6e+07,91900000,92500000,64200000,113500000,80700000,61900000,88800000,53100000,113300000,104800000,88100000,62900000,118200000,1.05e+08,8.7e+07,97200000,122300000,125200000,87900000,58700000,103500000,96200000,81800000,71200000,3562,"Ball & Roller Bearings"
"50","0000099780","TRINITY INDUSTRIES INC","US-TX",NA,NA,NA,NA,NA,-209400000,23200000,NA,2e+06,18400000,29700000,17300000,24200000,3e+07,31900000,56100000,52900000,67800000,63200000,71300000,79100000,8.4e+07,99600000,112800000,226400000,164200000,149400000,138200000,180200000,2.12e+08,204300000,2e+08,97200000,94600000,84200000,67600000,4.6e+07,51100000,66900000,538500000,40200000,64100000,27700000,27300000,30600000,36400000,4.9e+07,21600000,161700000,-206900000,25100000,-127200000,3300000,12700000,3.2e+07,1.34e+08,-7e+05,3700000,25800000,31300000,4400000,1.7e+07,21800000,62800000,23700000,54400000,31400000,28900000,3743,"Railroad Equipment"
"51","0000102037","UNIVERSAL CORPORATION","US-VA",NA,NA,NA,NA,NA,43745000,52515000,45696000,NA,25320000,51831000,52298000,27116000,15888000,-8039000,58453000,25755000,23125000,47981000,35542000,26102000,58309000,25444000,38585000,26671000,717000,15025000,53039000,45827000,-5947000,22465000,44534000,47964000,-5476000,25264000,53647000,32869000,3577000,26167000,45400000,30518000,13179000,31446000,28135000,31361000,2072000,28077000,25966000,15565000,7274000,7502000,33273000,NA,6357000,19510000,34940000,NA,6830000,21855000,41660000,NA,-2064000,28128000,53216000,NA,130000,25940000,59639000,5150,"Wholesale-Farm Product Raw Materials"
"52","0000107140","JOHN WILEY & SONS, INC.","US-NJ",NA,NA,NA,NA,NA,26877000,46257000,42414000,NA,4.4e+07,53700000,45600000,28600000,50800000,50800000,62909000,48200000,36100000,43100000,57100000,7900000,35933000,36197000,52489000,35900000,33646000,53777000,42548000,NA,32457000,43600000,35518000,NA,3.1e+07,-11500000,47400000,46700000,9200000,6e+07,68800000,54200000,26300000,43800000,34900000,63300000,3600000,44700000,35400000,-1.58e+08,16334000,68432000,22161000,41400000,13830000,55967000,35366000,NA,-17835000,38193000,-71469000,NA,-92264000,-19445000,-113875000,NA,-1436000,40458000,-22954000,2731,"Books: Publishing or  Publishing & Printing"
"53","0000108312","WOODWARD, INC.","US-CO",NA,NA,NA,NA,NA,24997000,NA,22356000,24068000,31745000,32675000,22399000,32090000,36056000,41690000,28416000,38751000,28302000,46120000,27368000,42446000,23663000,52465000,23383000,44798000,46001000,51662000,43784000,43855000,43753000,50060000,25820000,40824000,51047000,63147000,46548000,38105000,53626000,62228000,18260000,38489000,49117000,74512000,49120000,77579000,66107000,66796000,53373000,91318000,38465000,57239000,41570000,68313000,48861000,NA,30305000,47906000,39446000,NA,29606000,35511000,84599000,NA,90044000,97556000,102075000,NA,87091000,3620,"Electrical Industrial Apparatus"
"54","0000109380","ZIONS BANCORPORATION, NATIONAL ASSOCIATION","US-UT",NA,NA,NA,NA,NA,-50729000,-155277000,NA,-60210000,-112993000,-47325000,-72200000,52817000,72875000,109093000,89019000,89676000,91737000,109851000,58252000,110723000,83026000,111514000,-41472000,101210000,119550000,95888000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13e+08,1.98e+08,2.22e+08,1.83e+08,1.4e+07,6.6e+07,1.75e+08,2.84e+08,3.22e+08,3.54e+08,2.4e+08,2.13e+08,2.03e+08,2.03e+08,2.17e+08,2.84e+08,2.04e+08,1.75e+08,1.75e+08,1.26e+08,1.53e+08,2.01e+08,2.14e+08,2.16e+08,6021,"National Commercial Banks"
"55","0000356309","NEW JERSEY RESOURCES CORPORATION","US-NJ",NA,NA,NA,NA,NA,-14155000,NA,51902000,74217000,-10177000,1515000,24509000,63927000,20374000,-7511000,57357000,54535000,-10320000,-8693000,60206000,45469000,29155000,-20021000,7693000,172971000,-14274000,-24420000,123320000,60903000,-7460000,4197000,50281000,73354000,-17363000,25400000,34929000,114702000,18957000,-36523000,123699000,140266000,-14274000,-16255000,75371000,73671000,-13080000,-12027000,75752000,73846000,-19298000,32707000,81045000,149809000,-111831000,NA,111312000,96035000,13053000,NA,115921000,110247000,1532000,NA,89411000,120812000,-11574000,NA,131319000,4924,"Natural Gas Distribution"
"56","0000720005","RAYMOND JAMES FINANCIAL, INC.","US-FL",NA,NA,NA,NA,NA,42595000,NA,42903000,55628000,60687000,NA,81723000,80917000,46786000,NA,67325000,68869000,76350000,NA,85874000,79960000,83862000,NA,116633000,104560000,122689000,NA,126296000,113463000,133195000,NA,106329000,125847000,125504000,NA,146567000,112755000,183424000,NA,1.19e+08,2.43e+08,2.32e+08,NA,2.49e+08,2.61e+08,2.59e+08,NA,2.68e+08,1.69e+08,1.72e+08,NA,3.12e+08,3.55e+08,3.07e+08,NA,4.46e+08,3.23e+08,3.01e+08,NA,5.09e+08,4.27e+08,3.69e+08,NA,4.98e+08,4.76e+08,4.92e+08,NA,6e+08,6211,"Security Brokers, Dealers & Flotation Companies"
"57","0000729986","UNITED BANKSHARES INC/WV","US-WV",NA,NA,NA,NA,NA,8156000,12065000,NA,17422000,17919000,17316000,19290000,17885000,17452000,20016000,20257000,21010000,21049000,19334000,21214000,21579000,22219000,22170000,19660000,30124000,33247000,33260000,33257000,34627000,34809000,35047000,33476000,34706000,31792000,41479000,39106000,38809000,37059000,56738000,17975000,61706000,66274000,64412000,63950000,63642000,67207000,65965000,63285000,40183000,52686000,103784000,92370000,106898000,94836000,92152000,73852000,81664000,95613000,102585000,99765000,98307000,92459000,96157000,79390000,86814000,96507000,95267000,94408000,6022,"State Commercial Banks"
"58","0000785786","PLEXUS CORP.","US-WI",NA,NA,NA,NA,NA,9210000,NA,17844000,20714000,24368000,26607000,25033000,23860000,22040000,18323000,17870000,19958000,23533000,728000,16616000,17975000,23204000,24464000,17663000,18516000,24584000,26450000,23079000,23594000,23794000,23865000,14448000,16787000,26099000,19093000,28179000,29295000,25579000,29009000,-98493000,12290000,26501000,72742000,22226000,24758000,24801000,36831000,31006000,12926000,35842000,37705000,36199000,41763000,27609000,NA,23423000,26869000,37494000,NA,42190000,40844000,15799000,NA,29215000,16239000,25140000,NA,37267000,3672,"Printed Circuit Boards"
"59","0000857005","PTC Inc.","US-MA",NA,NA,NA,NA,NA,3788000,NA,17863000,9002000,10718000,NA,13260000,19017000,15526000,NA,22123000,3569000,22895000,NA,35811000,17037000,34455000,NA,39657000,43756000,38026000,NA,30284000,5392000,17435000,NA,-23892000,-5173000,3073000,NA,-9141000,-1104000,-951000,NA,13877000,7922000,16997000,NA,20985000,-43513000,-14758000,NA,35455000,7156000,34678000,NA,23515000,109262000,51203000,NA,46089000,89679000,70476000,NA,75035000,63504000,61398000,NA,66387000,114445000,68978000,NA,82232000,7372,"Services-Prepackaged Software"
"60","0000868671","GLACIER BANCORP, INC.","US-MT",NA,NA,NA,NA,NA,10652000,-1531000,NA,10070000,13222000,9445000,9593000,10285000,11886000,-19048000,14348000,16333000,18981000,19444000,20758000,20768000,22702000,25628000,26546000,26730000,28677000,29294000,28054000,27670000,29335000,29614000,29508000,28682000,30451000,30957000,31041000,31255000,33687000,36479000,14956000,38559000,44384000,49336000,49599000,49132000,52392000,51610000,57410000,43339000,63444000,77757000,81860000,80802000,77627000,75619000,50709000,67795000,76392000,79338000,79677000,61211000,54955000,52445000,54316000,32627000,44708000,51055000,61754000,6022,"State Commercial Banks"
"61","0000868857","AECOM","US-TX",NA,NA,NA,NA,NA,51121000,NA,45800000,58500000,64800000,67800000,56900000,57700000,73800000,87400000,47900000,4.9e+07,69400000,-224900000,38100000,53800000,70800000,76500000,56400000,40200000,69200000,64100000,-1.39e+08,3e+05,-17200000,1100000,-20400000,41900000,67400000,7200000,47200000,102400000,101300000,88500000,111300000,-119700000,60900000,8.4e+07,51600000,77800000,83700000,-474200000,40600000,-86100000,89400000,-230300000,26100000,39400000,11500000,96200000,61548000,41557000,101888000,105600000,87945000,76615000,-134701000,NA,94438000,1007000,134273000,NA,167042000,8711,"Services-Engineering Services"
"62","0000874015","IONIS PHARMACEUTICALS, INC.","US-CA",NA,NA,NA,NA,NA,-2730000,-11582000,NA,-9658000,-25154000,-12454000,NA,-19994000,-17889000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31280000,-12081000,-26676000,31053000,-16717000,35648000,-35776000,-71433000,-62917000,-56855000,7351000,25865000,8964000,-3085000,-2611000,-2922000,-1420000,-40358000,-4559000,320078000,84443000,-876000,26163000,184415000,-39628000,-25636000,-24467000,NA,-89869000,-80875000,-82466000,NA,-65165000,-105135000,NA,-52430000,-124323000,-85290000,-147410000,-9263000,-142803000,-66265000,-140480000,-104349000,2834,"Pharmaceutical Preparations"
"63","0000891024","PATTERSON COMPANIES, INC.","US-MN",NA,NA,NA,NA,NA,45057000,49343000,56049000,NA,53925000,53357000,55396000,62707000,48610000,48954000,53108000,62143000,47538000,45542000,53630000,63562000,45892000,42028000,57021000,55671000,50289000,53778000,54676000,64518000,38906000,45756000,24540000,61691000,30847000,40244000,108955000,20928000,-4456000,28869000,31225000,27990000,-4456000,28869000,31225000,27990000,30042000,-33129000,23227000,-608586000,24407000,54060000,48759000,28755000,33996000,48330000,57006000,NA,24590000,54073000,53929000,NA,31234000,39958000,47703000,NA,13715000,26769000,31255000,5047,"Wholesale-Medical, Dental & Hospital Equipment & Supplies"
"64","0000910521","DECKERS OUTDOOR CORP","US-CA",NA,NA,NA,NA,NA,2879000,33825000,NA,17895000,8966000,42143000,NA,19178000,-7339000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156921000,NA,NA,NA,41027000,NA,-42121000,49559000,86341000,20615000,-30407000,74372000,196374000,23969000,-19351000,77810000,201593000,16090000,-7973000,101554000,255536000,33458000,48124000,102063000,232943000,68819000,44849000,101524000,278662000,91787000,63552000,178547000,389919000,127545000,115625000,242321000,456734000,3021,"Rubber & Plastics Footwear"
"65","0000918646","EAGLE MATERIALS INC","US-TX",NA,NA,NA,NA,NA,11920000,10422000,4684000,NA,10527000,9630000,5496000,-10804000,807000,6025000,2897000,9003000,13978000,17953000,17980000,7833000,30101000,39903000,31621000,22618000,37710000,50319000,52030000,46794000,37762000,29819000,45848000,39163000,45344000,60237000,56387000,36251000,54882000,63362000,101380000,37008000,66339000,72603000,57715000,-127797000,41304000,71793000,-114632000,72429000,NA,NA,NA,NA,95327000,102125000,102479000,NA,133842000,138995000,117184000,NA,120849000,150553000,129138000,NA,NA,NA,119574000,3241,"Cement, Hydraulic"
"66","0000936395","Ciena Corp","US-MD",NA,NA,NA,NA,NA,-26454000,NA,-53333000,-90009000,-109855000,NA,-79056000,-62686000,-31450000,NA,-47653000,-27780000,-29817000,NA,-47324000,-27079000,-1231000,NA,-15936000,-10158000,16160000,NA,-18779000,20653000,23625000,NA,-11546000,13997000,33546000,NA,3861000,38026000,60010000,NA,-473363000,13856000,50840000,NA,33616000,52738000,86749000,NA,62328000,91655000,142267000,NA,55348000,103117000,238232000,NA,45823000,38922000,10512000,NA,76241000,57654000,29733000,NA,49547000,-16849000,14230000,NA,44572000,3661,"Telephone & Telegraph Apparatus"
"67","0001002047","NetApp, Inc.","US-CA",NA,NA,NA,NA,NA,51700000,95700000,107900000,145100000,150700000,175400000,186400000,160600000,139500000,165600000,119600000,180700000,63800000,109600000,158100000,173800000,81600000,166800000,192100000,1.97e+08,8.8e+07,1.6e+08,1.77e+08,NA,-3e+07,1.14e+08,1.53e+08,NA,6.4e+07,1.09e+08,1.46e+08,NA,1.31e+08,1.74e+08,-4.79e+08,NA,2.83e+08,2.41e+08,2.49e+08,NA,1.03e+08,2.43e+08,2.77e+08,NA,7.7e+07,1.37e+08,1.82e+08,NA,2.02e+08,2.24e+08,2.52e+08,NA,2.14e+08,7.5e+08,6.5e+07,NA,1.49e+08,2.33e+08,3.13e+08,NA,2.48e+08,2.99e+08,2.99e+08,3572,"Computer Storage Devices"
"68","0001005210","SUBURBAN PROPANE PARTNERS LP","US-NJ",NA,NA,NA,NA,NA,-7435000,NA,48375000,98388000,-6616000,NA,43129000,100316000,-6787000,NA,23232000,49573000,-9323000,NA,57620000,129484000,-45188000,NA,58671000,149547000,-58989000,NA,55807000,136634000,-40952000,NA,12266000,92011000,-29598000,NA,34489000,83812000,-29716000,NA,37168000,106787000,-16595000,NA,27719000,121016000,-29041000,NA,40163000,77361000,-15578000,NA,37977000,127216000,-26021000,NA,21298000,175102000,-2535000,NA,45394000,104477000,-5261000,NA,24454000,111500000,-17191000,NA,19420000,5900,"Retail-Miscellaneous Retail"
"69","0001034054","SBA COMMUNICATIONS CORPORATION","US-FL",NA,NA,NA,NA,NA,-29360000,-50109000,NA,-37326000,-83699000,-34488000,-39161000,-34251000,-29819000,-33305000,-29081000,-22631000,-53472000,-52445000,-52489000,-22377000,-35899000,21531000,-19164000,1408000,-9467000,-16624000,388000,-79034000,28305000,-155946000,31019000,53641000,32711000,-15370000,5256000,37600000,9233000,49161000,7660000,31547000,-57392000,16144000,57152000,25989000,31973000,21679000,67350000,-127058000,22813000,22568000,105781000,-11745000,152669000,47798000,48902000,188623000,69516000,100009000,103281000,101217000,203648000,87419000,109528000,154543000,162830000,258534000,173629000,6798,"Real Estate Investment Trusts"
"70","0001037038","Ralph Lauren Corporation","US-NY",NA,NA,NA,NA,NA,76800000,177500000,111100000,NA,120800000,205200000,168400000,NA,184100000,233500000,1.69e+08,NA,1.93e+08,2.14e+08,2.16e+08,NA,1.81e+08,2.05e+08,2.37e+08,NA,1.62e+08,2.01e+08,2.15e+08,NA,6.4e+07,1.6e+08,1.31e+08,NA,-22300000,45700000,81300000,NA,59500000,143800000,-81800000,NA,1.09e+08,170300000,1.2e+08,NA,117100000,182100000,334100000,NA,-127700000,-39100000,119800000,NA,164700000,193300000,217700000,NA,123400000,150500000,216500000,NA,132100000,146900000,276600000,NA,168600000,147900000,297400000,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments"
