year,cik,entityName,loc,sicDescription,pred_cluster,yearly_gross
2023,1106838,"SONNET BIOTHERAPEUTICS HOLDINGS, INC.",US-NJ,Pharmaceutical Preparations,2,-0.1472906400000001
2023,1227654,"Compass Minerals International, Inc.",US-KS,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),0,-0.644999999999998
2022,812011,"Vail Resorts, Inc.",US-CO,Services-Miscellaneous Amusement & Recreation,9,8.16807999999998
2024,1057379,"Hackett Group, Inc.",US-FL,Services-Management Consulting Services,9,0.29630000000000023
2024,103595,"VILLAGE SUPER MARKET, INC.",US-NJ,Retail-Grocery Stores,6,0.47631
2022,730263,"THOR Industries, Inc.",US-IN,Motor Homes,1,8.59366999999998
2024,789019,MICROSOFT CORPORATION,US-WA,Services-Prepackaged Software,5,926.5299999999991
2021,31667,EDUCATIONAL DEVELOPMENT CORPORATION,US-OK,Wholesale-Miscellaneous Nondurable Goods,6,0.101512
2021,1610250,"Boot Barn Holdings, Inc.",US-CA,Retail-Shoe Stores,6,1.77303
2023,1441236,CLEARWATER PAPER CORPORATION,US-WA,Paperboard Mills,1,1.077
2023,1265131,Hilltop Holdings Inc.,US-TX,State Commercial Banks,4,1.09646
2021,1074828,"KNOW LABS, INC.",US-WA,Finance Services,9,-0.2491196299999999
2022,103595,"VILLAGE SUPER MARKET, INC.",US-NJ,Retail-Grocery Stores,6,0.16941
2021,1324948,RBC BEARINGS INCORPORATED,US-CT,Ball & Roller Bearings,1,0.44801
2021,1005286,"LIFECORE BIOMEDICAL, INC.",US-MN,Pharmaceutical Preparations,2,-0.6181399999999997
2021,713425,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC.",US-GA,Services-Prepackaged Software,5,0.0218
2024,1579877,OUTFRONT Media Inc.,US-NY,Real Estate Investment Trusts,3,2.582000000000001
2022,771497,ABM INDUSTRIES INCORPORATED,US-NY,Services-To Dwellings & Other Buildings,9,2.281000000000002
2024,1479681,NUTEX HEALTH INC.,US-TX,"Services-Business Services, NEC",9,0.521792430000001
2022,1481504,"XERIANT, INC.",US-FL,Aircraft,1,-0.1172115899999999
2021,1336917,"UNDER ARMOUR, INC.",US-MD,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,1,3.6005999999999982
2021,276720,PURE CYCLE CORPORATION,US-CO,Water Supply,0,0.20114
2022,109177,"Spectrum Brands Holdings, Inc.",US-WI,"Miscellaneous Electrical Machinery, Equipment & Supplies",1,0.6040000000000001
2023,1230245,PIPER SANDLER COMPANIES,US-MN,"Security Brokers, Dealers & Flotation Companies",3,0.854909999999999
2024,1500217,"AMERICAN ASSETS TRUST, INC.",US-CA,Real Estate Investment Trusts,3,0.5679800000000002
2021,867840,"PRECISION OPTICS CORPORATION, INC.",US-MA,Electromedical & Electrotherapeutic Apparatus,1,0.00020741999999999896
2021,866787,AUTOZONE INC,US-TN,Retail-Auto & Home Supply Stores,6,23.43726999999993
2021,1604778,"Qorvo, Inc.",US-NC,Semiconductors & Related Devices,7,10.22112999999999
2024,1003078,"MSC INDUSTRIAL DIRECT CO., INC.",US-NY,Wholesale-Industrial Machinery & Equipment,1,2.518799999999997
2023,868671,"GLACIER BANCORP, INC.",US-MT,State Commercial Banks,4,2.22927
2023,315189,DEERE & CO,US-IL,Farm Machinery & Equipment,1,105.67
2021,313143,HAEMONETICS CORPORATION,US-MA,Surgical & Medical Instruments & Apparatus,1,0.5446900000000001
2024,10456,Baxter International Inc.,US-IL,Surgical & Medical Instruments & Apparatus,1,2.2299999999999898
2021,38264,"Forward Industries, Inc.",US-NY,"Plastics Products, NEC",1,-0.00860808
2024,1361538,Primoris Services Corporation,US-TX,"Water, Sewer, Pipeline, Comm & Power Line Construction",1,1.8088799999999972
2022,29644,"DONALDSON COMPANY, INC.",US-MN,Industrial & Commercial Fans & Blowers & Air Purifing Equip,1,3.391999999999999
2022,1127475,"DIGITAL BRAND MEDIA & MARKETING GROUP, INC.",US-NY,"Services-Business Services, NEC",9,-0.009068090000000001
2023,713425,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC.",US-GA,Services-Prepackaged Software,5,0.07541
2021,804328,QUALCOMM INC/DE,US-CA,Radio & Tv Broadcasting & Communications Equipment,7,92.1499999999999
2024,1005210,SUBURBAN PROPANE PARTNERS LP,US-NJ,Retail-Miscellaneous Retail,6,0.96538
2023,99780,TRINITY INDUSTRIES INC,US-TX,Railroad Equipment,1,1.06
2022,98362,TIMKEN CO,US-OH,Ball & Roller Bearings,1,4.073999999999999
2022,73309,NUCOR CORPORATION,US-NC,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",1,76.07337
2024,23217,"CONAGRA BRANDS, INC.",US-IL,Food and Kindred Products,6,13.68499999999999
2021,2969,"AIR PRODUCTS AND CHEMICALS, INC.",US-PA,Industrial Inorganic Chemicals,2,21.00699999999999
2022,1583107,"THERAVANCE BIOPHARMA, INC.",US-CA,Pharmaceutical Preparations,2,8.72131999999998
2022,1442492,"Laredo Oil, Inc.",US-TX,Crude Petroleum & Natural Gas,0,-0.02527623
2022,910521,DECKERS OUTDOOR CORP,US-CA,Rubber & Plastics Footwear,1,4.938539999999998
2023,78749,"AGILYSYS, INC.",US-GA,Services-Computer Integrated Systems Design,5,0.8712600000000011
2024,109177,"Spectrum Brands Holdings, Inc.",US-WI,"Miscellaneous Electrical Machinery, Equipment & Supplies",1,0.968
2022,1589526,BLUE BIRD CORPORATION,US-GA,Truck & Bus Bodies,1,-0.3631099999999998
2022,95029,"STURM, RUGER & COMPANY, INC.",US-CT,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",1,0.8833200000000001
2024,1610250,"Boot Barn Holdings, Inc.",US-CA,Retail-Shoe Stores,6,1.99027
2023,1170010,"CARMAX, INC.",US-VA,Retail-Auto Dealers & Gasoline Stations,6,4.665159999999989
2022,100726,"UNIFI, INC.",US-NC,Textile Mill Products,1,-0.20309000000000002
2021,711377,Neogen Corporation,US-MI,In Vitro & In Vivo Diagnostic Substances,2,0.52305
2022,1410738,VoIP-PAL.COM INC.,US-TX,Telephone & Telegraph Apparatus,7,-0.04006459000000001
2021,849146,LIFEVANTAGE CORP,US-UT,Pharmaceutical Preparations,2,0.10026000000000002
2023,772406,"CIRRUS LOGIC, INC.",US-TX,Semiconductors & Related Devices,7,3.332069999999999
2024,355019,FONAR CORPORATION,US-NY,Electromedical & Electrotherapeutic Apparatus,1,0.08843000000000001
2021,721371,"Cardinal Health, Inc.",US-OH,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",6,5.580000000000001
2023,6281,"Analog Devices, Inc.",US-MA,Semiconductors & Related Devices,7,31.944209999999952
2021,800240,The ODP Corporation,US-FL,Retail-Miscellaneous Shopping Goods Stores,6,-2.0799999999999983
2021,783412,DAILY JOURNAL CORPORATION,US-CA,Newspapers: Publishing or  Publishing & Printing,6,1.0449999999999982
2022,1625288,"NEXIEN BIOPHARMA, INC.",US-CO,Pharmaceutical Preparations,2,-0.005633679999999999
2024,1289308,EnerSys,US-PA,"Miscellaneous Electrical Machinery, Equipment & Supplies",1,3.433469999999999
2024,912728,FORWARD AIR CORPORATION,US-TN,Arrangement of  Transportation of  Freight & Cargo,1,-13.88994
2021,108312,"WOODWARD, INC.",US-CO,Electrical Industrial Apparatus,1,1.963400000000003
2023,4127,"Skyworks Solutions, Inc.",US-CA,Semiconductors & Related Devices,7,8.557
2022,24090,"CITIZENS, INC.",US-TX,Life Insurance,9,0.26007
2024,96793,"SUNLINK HEALTH SYSTEMS, INC.",US-GA,"Services-General Medical & Surgical Hospitals, NEC",9,-0.04684
2023,1382230,"ESSA Bancorp, Inc.",US-PA,"Savings Institutions, Not Federally Chartered",8,0.17814
2022,834071,TOYOTA MOTOR CREDIT CORPORATION,US-TX,Personal Credit Institutions,8,14.009999999999991
2023,1564708,NEWS CORPORATION,US-NY,Newspapers: Publishing or  Publishing & Printing,6,2.860000000000002
2024,1260221,TransDigm Group Incorporated,US-OH,"Aircraft Parts & Auxiliary Equipment, NEC",1,18.17999999999997
2023,276720,PURE CYCLE CORPORATION,US-CO,Water Supply,0,0.08844
2023,1165002,"WESTWOOD HOLDINGS GROUP, INC.",US-TX,Investment Advice,3,0.09763
2021,355019,FONAR CORPORATION,US-NY,Electromedical & Electrotherapeutic Apparatus,1,0.15643
2022,1070524,"GREENE COUNTY BANCORP, INC.",US-NY,"Savings Institutions, Not Federally Chartered",8,0.3060999999999997
2021,1165320,GB SCIENCES INC,US-NV,Crude Petroleum & Natural Gas,0,0.025432800000000002
2021,1375348,GOLDEN STAR RESOURCE CORP.,US-NV,Miscellaneous Metal Ores,1,-0.00047156
2023,732026,TRIO-TECH INTERNATIONAL,SG-,"Special Industry Machinery, NEC",1,0.00723
2022,1617242,KEARNY FINANCIAL CORP.,US-NJ,"Savings Institution, Federally Chartered",8,0.53872
2021,1409375,"Orion Energy Systems, Inc.",US-WI,Electric Lighting & Wiring Equipment,1,0.29395
2022,78749,"AGILYSYS, INC.",US-GA,Services-Computer Integrated Systems Design,5,0.12049000000000001
2024,771856,"CHAMPIONS ONCOLOGY, INC.",US-NJ,"Biological Products, (No Diagnostic Substances)",2,0.0400599999999999
2022,1412665,"MIDWESTONE FINANCIAL GROUP, INC.",US-IA,State Commercial Banks,4,0.60835
2023,6951,APPLIED MATERIALS INC /DE,US-CA,Semiconductors & Related Devices,7,67.14
2023,771856,"CHAMPIONS ONCOLOGY, INC.",US-NJ,"Biological Products, (No Diagnostic Substances)",2,-0.09606
2023,1304492,Anterix Inc.,US-NJ,Telephone Communications (No Radiotelephone),9,-0.0773700000000001
2024,8947,AZZ Inc.,US-TX,"Coating, Engraving & Allied Services",1,1.35514
2023,1227265,CERES ORION L.P.,US-NY,Commodity Contracts Brokers & Dealers,3,-0.27765213000000005
2022,1387467,Alpha and Omega Semiconductor Limited,BM-,Semiconductors & Related Devices,7,0.95675
2022,1610250,"Boot Barn Holdings, Inc.",US-CA,Retail-Shoe Stores,6,1.9337499999999999
2024,109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",US-UT,National Commercial Banks,4,7.839999999999991
2021,66756,"ALLETE, Inc.",US-MN,Electric & Other Services Combined,9,1.692000000000002
2021,1413837,FIRST FOUNDATION INC.,US-TX,State Commercial Banks,4,1.09511
2021,915779,"Daktronics, Inc.",US-SD,Miscellaneous Manufacturing Industries,1,0.0063
2024,1066656,CERES CLASSIC L.P.,US-NY,Commodity Contracts Brokers & Dealers,3,0.08714551999999999
2021,725363,CEL-SCI CORPORATION,US-VA,"Biological Products, (No Diagnostic Substances)",2,-0.3794026200000001
2022,1376227,"United States Natural Gas Fund, LP",US-CA,Commodity Contracts Brokers & Dealers,3,0.7502948899999993
2022,1126741,GSI TECHNOLOGY INC,US-CA,Semiconductors & Related Devices,7,-0.16597
2021,1075736,"Crexendo, Inc.",US-AZ,Telephone Communications (No Radiotelephone),9,-0.02445
2024,792966,"FARMERS & MERCHANTS BANCORP, INC.",US-OH,"Savings Institution, Federally Chartered",8,0.25938
2023,920427,"Unity Bancorp, Inc.",US-NJ,State Commercial Banks,4,0.3970700000000001
2024,880641,"EAGLE FINANCIAL SERVICES, INC.",US-VA,State Commercial Banks,4,0.15343
2022,1423221,QUANEX BUILDING PRODUCTS CORPORATION,US-TX,Rolling Drawing & Extruding of  Nonferrous Metals,1,0.8024700000000001
2024,1126741,GSI TECHNOLOGY INC,US-CA,Semiconductors & Related Devices,7,-0.1500999999999999
2023,1474903,"BGSF, INC.",US-TX,Services-Help Supply Services,9,-0.10223000000000002
2023,1319161,Warner Music Group Corp.,US-NY,Services-Amusement & Recreation Services,9,4.37
2023,1500217,"AMERICAN ASSETS TRUST, INC.",US-CA,Real Estate Investment Trusts,3,0.50378
2022,1057379,"Hackett Group, Inc.",US-FL,Services-Management Consulting Services,9,0.40802
2021,874866,CORVEL CORPORATION,US-TX,"Insurance Agents, Brokers & Service",3,0.46988
2024,915840,"BEAZER HOMES USA, INC.",US-GA,Operative Builders,1,0.9672099999999991
2023,39020,"FREQUENCY ELECTRONICS, INC.",US-NY,Instruments For Meas & Testing of  Electricity & Elec Signals,7,0.026530000000000012
2022,1467373,Accenture plc,IE-,"Services-Business Services, NEC",9,70.51095000000001
2024,1170010,"CARMAX, INC.",US-VA,Retail-Auto Dealers & Gasoline Stations,6,4.926929999999999
2021,915358,"SIGMATRON INTERNATIONAL, INC.",US-IL,Printed Circuit Boards,7,0.10788183
2023,946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",US-NY,Services-Prepackaged Software,5,-9.94599999999998
2022,720762,NON INVASIVE MONITORING SYSTEMS INC /FL/,US-FL,Electromedical & Electrotherapeutic Apparatus,1,-0.00189
2021,1500217,"AMERICAN ASSETS TRUST, INC.",US-CA,Real Estate Investment Trusts,3,0.2837599999999998
2022,1346022,Enertopia Corporation,CA-BC,Metal Mining,1,0.06085918
2024,1005731,IDT CORPORATION,US-NJ,Telephone Communications (No Radiotelephone),9,0.4862000000000002
2022,1000230,OPTICAL CABLE CORPORATION,US-VA,Drawing & Insulating of  Nonferrous Wire,1,-0.0016174899999999992
2023,278166,CAVCO INDUSTRIES INC.,US-AZ,Mobile Homes,9,1.834069999999999
2024,891024,"PATTERSON COMPANIES, INC.",US-MN,"Wholesale-Medical, Dental & Hospital Equipment & Supplies",1,1.19442
2024,911216,"PALATIN TECHNOLOGIES, INC.",US-NJ,Pharmaceutical Preparations,2,-0.2713743099999999
2021,1171838,"SUNDANCE STRATEGIES, INC.",US-UT,"Insurance Agents, Brokers & Service",3,-0.01065951
2023,1412665,"MIDWESTONE FINANCIAL GROUP, INC.",US-IA,State Commercial Banks,4,0.20859
2024,1083743,"FLUX POWER HOLDINGS, INC.",US-CA,"Miscellaneous Electrical Machinery, Equipment & Supplies",1,-0.08805
2022,1500217,"AMERICAN ASSETS TRUST, INC.",US-CA,Real Estate Investment Trusts,3,0.4350599999999999
2024,1190370,"INNOVATIVE DESIGNS, INC.",US-PA,Miscellaneous Fabricated Textile Products,1,-0.0005973500000000002
2021,834071,TOYOTA MOTOR CREDIT CORPORATION,US-TX,Personal Credit Institutions,8,26.109999999999964
2022,1190370,"INNOVATIVE DESIGNS, INC.",US-PA,Miscellaneous Fabricated Textile Products,1,0.00104168
2022,1157075,"PHARMACYTE BIOTECH, INC.",US-NV,"Biological Products, (No Diagnostic Substances)",2,-0.05000945000000001
2022,1342423,LIMONEIRA COMPANY,US-CA,Agricultural Production-Crops,1,0.31946
2022,1040130,"PETMED EXPRESS, INC.",US-FL,Retail-Drug Stores and Proprietary Stores,6,0.10896000000000011
2022,8858,"AVNET, INC.",US-AZ,"Wholesale-Electronic Parts & Equipment, NEC",1,7.9498099999999905
2021,792966,"FARMERS & MERCHANTS BANCORP, INC.",US-OH,"Savings Institution, Federally Chartered",8,0.23495
2022,1479681,NUTEX HEALTH INC.,US-TX,"Services-Business Services, NEC",9,-4.247804459999999
2024,1477246,S&W SEED CO,US-CO,Agricultural Production-Crops,1,-0.28891657
2021,1058811,Immersion Corporation,US-FL,"Computer Peripheral Equipment, NEC",7,0.095
2023,1628908,"Evolent Health, Inc.",US-VA,Services-Management Services,9,-1.130400000000001
2021,1506251,"Citius Pharmaceuticals, Inc.",US-NJ,Pharmaceutical Preparations,2,-0.2499566800000001
2021,1552800,"TILE SHOP HOLDINGS, INC.",US-MN,"Retail-Home Furniture, Furnishings & Equipment Stores",6,0.1477399999999998
2022,1048911,FedEx Corporation,US-TN,Air Courier Services,9,38.86999999999996
2024,1409375,"Orion Energy Systems, Inc.",US-WI,Electric Lighting & Wiring Equipment,1,-0.07281
2024,933974,"Azenta, Inc.",US-MA,"Special Industry Machinery, NEC",1,-1.6338399999999997
2024,356309,NEW JERSEY RESOURCES CORPORATION,US-NJ,Natural Gas Distribution,0,2.2898300000000003
2023,880117,SANFILIPPO JOHN B & SON INC,US-IL,Sugar & Confectionery Products,2,0.68223
2024,1024478,"Rockwell Automation, Inc.",US-WI,"Measuring & Controlling Devices, NEC",7,9.139999999999981
2023,1490906,"Capitol Federal Financial, Inc.",US-KS,"Savings Institution, Federally Chartered",8,0.3333599999999998
2021,1490906,"Capitol Federal Financial, Inc.",US-KS,"Savings Institution, Federally Chartered",8,0.7900400000000001
2021,891024,"PATTERSON COMPANIES, INC.",US-MN,"Wholesale-Medical, Dental & Hospital Equipment & Supplies",1,1.68087
2024,91767,SONOCO PRODUCTS COMPANY,US-SC,Paperboard Containers & Boxes,1,2.007660000000001
2024,711404,"The Cooper Companies, Inc.",US-CA,Ophthalmic Goods,1,4.026
2022,38264,"Forward Industries, Inc.",US-NY,"Plastics Products, NEC",1,-0.00860808
2024,1346022,Enertopia Corporation,CA-BC,Metal Mining,1,-0.008062999999999999
2024,946647,PREMIER FINANCIAL CORP.,US-OH,State Commercial Banks,4,0.71404
2024,39020,"FREQUENCY ELECTRONICS, INC.",US-NY,Instruments For Meas & Testing of  Electricity & Elec Signals,7,0.20618999999999998
2022,1497253,"Organovo Holdings, Inc.",US-CA,"Biological Products, (No Diagnostic Substances)",2,-0.133
2024,1074871,"MODULAR MEDICAL, INC.",US-CA,Surgical & Medical Instruments & Apparatus,1,-0.19166000000000022
2022,746598,BRADY CORP,US-WI,Miscellaneous Manufacturing Industries,1,1.57535
2023,1169561,"Commvault Systems, Inc",US-NJ,Services-Prepackaged Software,5,0.51721
2024,1606757,"KIMBALL ELECTRONICS, INC.",US-IN,Printed Circuit Boards,7,-0.05566000000000021
2024,99780,TRINITY INDUSTRIES INC,US-TX,Railroad Equipment,1,1.3840000000000008
2023,820771,GOLIATH FILM AND MEDIA HOLDINGS,US-NV,Services-Motion Picture & Video Tape Distribution,9,0.00009234
2022,765207,"FIRST BANCORP, INC",US-ME,National Commercial Banks,4,0.3898999999999999
2022,102037,UNIVERSAL CORPORATION,US-VA,Wholesale-Farm Product Raw Materials,1,1.05285
2021,1584509,Aramark,US-PA,Retail-Eating  Places,6,0.30149000000000203
2021,1024478,"Rockwell Automation, Inc.",US-WI,"Measuring & Controlling Devices, NEC",7,11.99099999999998
2021,946647,PREMIER FINANCIAL CORP.,US-OH,State Commercial Banks,4,1.26051
2021,1108134,"BERKSHIRE HILLS BANCORP, INC.",US-MA,"Savings Institutions, Not Federally Chartered",8,1.186639999999999
2022,65312,"EVI Industries, Inc.",US-FL,Services-Personal Services,9,0.061270000000000005
2022,1530721,CAPRI HOLDINGS LTD,GB-,Leather & Leather Products,1,9.71999999999999
2024,56679,KORN FERRY,US-CA,Services-Employment Agencies,9,2.40889
2024,1552800,"TILE SHOP HOLDINGS, INC.",US-MN,"Retail-Home Furniture, Furnishings & Equipment Stores",6,0.0128
2023,1589150,"REGEN BIOPHARMA, INC.",US-CA,Pharmaceutical Preparations,2,-0.003983470000000003
2022,70502,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORPORATION,US-VA,Miscellaneous Business Credit Institution,8,8.73572
2023,750558,QNB Corp.,US-PA,State Commercial Banks,4,0.09483
2022,1350156,PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.,CA-AB,"Retail-Home Furniture, Furnishings & Equipment Stores",6,-0.00176031
2023,1376227,"United States Natural Gas Fund, LP",US-CA,Commodity Contracts Brokers & Dealers,3,-6.712508439999999
2021,918646,EAGLE MATERIALS INC,US-TX,"Cement, Hydraulic",0,3.7235999999999994
2022,1414382,"Concrete Leveling Systems, Inc.",US-OH,Misc Industrial & Commercial Machinery & Equipment,1,-0.00046596
2023,66740,3M COMPANY,US-MN,Surgical & Medical Instruments & Apparatus,1,-69.95000000000003
2023,1342423,LIMONEIRA COMPANY,US-CA,Agricultural Production-Crops,1,-0.07524
2021,78814,PITNEY BOWES INC.,US-CT,"Office Machines, NEC",1,0.62065
2024,783412,DAILY JOURNAL CORPORATION,US-CA,Newspapers: Publishing or  Publishing & Printing,6,0.7302000000000001
2024,1481504,"XERIANT, INC.",US-FL,Aircraft,1,-0.01534926
2021,1423221,QUANEX BUILDING PRODUCTS CORPORATION,US-TX,Rolling Drawing & Extruding of  Nonferrous Metals,1,0.53148
2023,1002590,"STAR GROUP, L.P.",US-CT,"Retail-Retail Stores, NEC",6,0.3138500000000001
2021,836157,Lindsay Corporation,US-NE,Farm Machinery & Equipment,1,0.5537099999999999
2022,936528,"WAFD, INC.",US-WA,National Commercial Banks,4,1.82538
2023,1567514,"Intra-Cellular Therapies, Inc.",US-NJ,Pharmaceutical Preparations,2,-1.39674
2022,1289308,EnerSys,US-PA,"Miscellaneous Electrical Machinery, Equipment & Supplies",1,1.4612399999999992
2021,1390777,THE BANK OF NEW YORK MELLON CORPORATION,US-NY,State Commercial Banks,4,37.58999999999995
2021,315189,DEERE & CO,US-IL,Farm Machinery & Equipment,1,60.269999999999975
2023,1157075,"PHARMACYTE BIOTECH, INC.",US-NV,"Biological Products, (No Diagnostic Substances)",2,-0.01777074
2023,1520697,"Acadia Healthcare Company, Inc.",US-TN,"Services-Specialty Outpatient Facilities, NEC",9,-0.21667000000000114
2021,1625288,"NEXIEN BIOPHARMA, INC.",US-CO,Pharmaceutical Preparations,2,0.0008049099999999998
2022,356309,NEW JERSEY RESOURCES CORPORATION,US-NJ,Natural Gas Distribution,0,2.3806200000000013
2023,1334978,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",US-TX,Services-Advertising,9,-3.10921999999999
2022,1034054,SBA COMMUNICATIONS CORPORATION,US-FL,Real Estate Investment Trusts,3,4.614290000000001
2023,109563,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",US-OH,"Wholesale-Machinery, Equipment & Supplies",1,3.79428
2024,1171155,"RADIANT LOGISTICS, INC.",US-WA,Arrangement of  Transportation of  Freight & Cargo,1,0.0843700000000001
2021,711404,"The Cooper Companies, Inc.",US-CA,Ophthalmic Goods,1,14.44399999999998
2022,712515,ELECTRONIC ARTS INC.,US-CA,Services-Prepackaged Software,5,8.79999999999998
2024,1600033,"e.l.f. Beauty, Inc.",US-CA,"Perfumes, Cosmetics & Other Toilet Preparations",2,0.98363
2023,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",US-OH,Plastics Foam Products,1,4.971330000000001
2023,910521,DECKERS OUTDOOR CORP,US-CA,Rubber & Plastics Footwear,1,7.238050000000001
2024,1396878,"United States Gasoline Fund, LP",US-CA,Commodity Contracts Brokers & Dealers,3,0.056362310000000096
2022,1361538,Primoris Services Corporation,US-TX,"Water, Sewer, Pipeline, Comm & Power Line Construction",1,1.3302100000000001
2022,880117,SANFILIPPO JOHN B & SON INC,US-IL,Sugar & Confectionery Products,2,0.56206
2023,54187,MAYS J W INC,US-NY,Opeators of  Nonresidential Buildings,1,-0.003689230000000001
2022,1627223,The Chemours Company,US-DE,Chemicals & Allied Products,2,5.779999999999999
2023,105132,WD-40 COMPANY,US-CA,Miscellaneous Chemical Products,2,0.7179800000000001
2021,1096752,EDGEWELL PERSONAL CARE COMPANY,US-CT,"Perfumes, Cosmetics & Other Toilet Preparations",2,1.108
2023,8858,"AVNET, INC.",US-AZ,"Wholesale-Electronic Parts & Equipment, NEC",1,7.02050999999999
2021,205402,"GRAYBAR ELECTRIC COMPANY, INC.",US-MO,"Wholesale-Electrical Apparatus & Equipment, Wiring Supplies ",1,2.624000000000002
2021,69891,National Beverage Corp.,US-FL,Bottled & Canned Soft Drinks & Carbonated Waters,0,1.632989999999999
2024,874866,CORVEL CORPORATION,US-TX,"Insurance Agents, Brokers & Service",3,0.85841
2023,854775,DIGI INTERNATIONAL INC.,US-MN,Computer Communications Equipment,7,0.16299
2022,1304492,Anterix Inc.,US-NJ,Telephone Communications (No Radiotelephone),9,-0.44574000000000014
2024,703351,"BRINKER INTERNATIONAL, INC.",US-TX,Retail-Eating  Places,6,2.544
2022,1437517,"CYBERLOQ TECHNOLOGIES, INC.",US-FL,Services-Prepackaged Software,5,-0.00979048
2022,1320414,SELECT MEDICAL HOLDINGS CORP,US-PA,Services-Hospitals,9,1.5865599999999982
2024,1367859,"CITIZENS COMMUNITY BANCORP, INC.",US-WI,"Savings Institution, Federally Chartered",8,0.13751
2023,779152,"JACK HENRY & ASSOCIATES, INC.",US-MO,Services-Computer Integrated Systems Design,5,3.5674200000000003
2022,4127,"Skyworks Solutions, Inc.",US-CA,Semiconductors & Related Devices,7,11.49799999999998
2023,98362,TIMKEN CO,US-OH,Ball & Roller Bearings,1,3.9410000000000003
2023,1157408,"Stride, Inc.",US-VA,Services-Educational Services,9,1.8263800000000001
2023,1282648,Battalion Oil Corp,US-TX,Crude Petroleum & Natural Gas,0,-0.03047999999999984
2021,1408534,"FIRST GUARANTY BANCSHARES, INC.",US-LA,"Savings Institution, Federally Chartered",8,0.2703900000000003
2022,1260221,TransDigm Group Incorporated,US-OH,"Aircraft Parts & Auxiliary Equipment, NEC",1,9.029999999999971
2021,1504008,"BankUnited, Inc.",US-FL,"Savings Institution, Federally Chartered",8,4.14984
2022,1265131,Hilltop Holdings Inc.,US-TX,State Commercial Banks,4,1.13134
2021,1613103,Medtronic plc,IE-,Electromedical & Electrotherapeutic Apparatus,1,48.23999999999998
2024,1694426,"DELEK US HOLDINGS, INC.",US-TN,Petroleum Refining,0,-5.603999999999999
2021,732026,TRIO-TECH INTERNATIONAL,SG-,"Special Industry Machinery, NEC",1,0.021280000000000014
2022,1570585,Liberty Global Ltd.,BM-,Cable & Other Pay Television Services,9,-55.46
2024,1442492,"Laredo Oil, Inc.",US-TX,Crude Petroleum & Natural Gas,0,-0.01818694
2021,1165002,"WESTWOOD HOLDINGS GROUP, INC.",US-TX,Investment Advice,3,0.09763
2023,788329,Johnson Outdoors Inc.,US-WI,"Sporting & Athletic Goods, NEC",1,0.3291399999999994
2021,1260221,TransDigm Group Incorporated,US-OH,"Aircraft Parts & Auxiliary Equipment, NEC",1,9.00999999999998
2021,723254,Cintas Corporation,US-OH,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",1,11.42615999999998
2021,1367859,"CITIZENS COMMUNITY BANCORP, INC.",US-WI,"Savings Institution, Federally Chartered",8,0.21266000000000002
2024,46619,HEICO CORPORATION,US-FL,Aircraft Engines & Engine Parts,1,5.64255
2022,1530425,"ARTISAN CONSUMER GOODS, INC.",US-WA,Metal Mining,1,-0.00034296
2024,730263,"THOR Industries, Inc.",US-IN,Motor Homes,1,2.2663900000000003
2024,66740,3M COMPANY,US-MN,Surgical & Medical Instruments & Apparatus,1,41.729999999999954
2022,1504461,NGL Energy Partners LP,US-OK,Natural Gas Transmission,0,0.65986
2023,946647,PREMIER FINANCIAL CORP.,US-OH,State Commercial Banks,4,1.11295
2023,807882,JACK IN THE BOX INC.,US-CA,Retail-Eating  Places,6,1.23526
2024,1412665,"MIDWESTONE FINANCIAL GROUP, INC.",US-IA,State Commercial Banks,4,-0.602889999999999
2021,733590,"Transcontinental Realty Investors, Inc.",US-TX,Real Estate Investment Trusts,3,0.09397999999999994
2023,1069899,Phibro Animal Health Corporation,US-NJ,Pharmaceutical Preparations,2,0.13343
2021,1570132,"ANVI GLOBAL HOLDINGS, INC.",US-NC,Retail-Food Stores,6,-0.00230378
2023,1190370,"INNOVATIVE DESIGNS, INC.",US-PA,Miscellaneous Fabricated Textile Products,1,-0.003439120000000002
2024,889971,"LIGHTPATH TECHNOLOGIES, INC.",US-FL,Semiconductors & Related Devices,7,-0.0942981
2022,731653,UNITED BANCORP INC /OH/,US-OH,State Commercial Banks,4,0.08657000000000001
2023,874015,"IONIS PHARMACEUTICALS, INC.",US-CA,Pharmaceutical Preparations,2,-3.6628600000000002
2021,946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",US-NY,Services-Prepackaged Software,5,4.89348
